CLIENTE,STATUS,IDADE,ESTADO,RESIDENCIA,TEMP_RESID_ANO_COMPLET,ESTADO_CIVIL,INSTRU,RENDA_TOTAL,RST
CLI_0690,bom,85,SC,PROP,10.0,SOLTEIRO,SUP,10733,sim
CLI_0691,bom,53,MG,PROP,2.0,CASADO,SUP,7836,sim
CLI_0692,mau,32,RJ,PROP,4.0,CASADO,SUP,5714,sim
CLI_0693,mau,33,RJ,PROP,8.0,CASADO,Não Informado,4845,sim
CLI_0694,bom,26,RJ,PROP,20.0,CASADO,SEC,4214,sim
CLI_0695,bom,25,SC,PROP,22.0,SOLTEIRO,SUP,5119,sim
CLI_0696,bom,82,SC,PROP,20.0,CASADO,SUP,10533,sim
CLI_0697,bom,28,SC,PROP,6.0,SOLTEIRO,SUP,5806,nao
CLI_0698,bom,59,RJ,PROP,20.0,CASADO,SUP,8511,sim
CLI_0699,mau,38,SC,ALUG,1.0,CASADO,SUP,6500,sim
CLI_0700,bom,56,RJ,PROP,10.0,CASADO,SUP,7937,sim
CLI_0701,bom,51,SC,PROP,15.0,CASADO,Não Informado,7654,sim
CLI_0702,bom,20,RJ,PROP,20.0,SOLTEIRO,SUP,3946,sim
CLI_0703,bom,21,SC,PROP,14.0,SOLTEIRO,SUP,4189,sim
CLI_0704,mau,56,RJ,PROP,20.0,CASADO,SUP,8813,sim
CLI_0705,bom,37,SC,PROP,4.0,SOLTEIRO,Não Informado,5402,sim
CLI_0706,bom,35,SC,ALUG,8.0,SOLTEIRO,SUP,6111,sim
CLI_0707,mau,37,RJ,PROP,12.0,CASADO,SUP,5446,sim
CLI_0708,bom,45,RJ,PROP,5.0,CASADO,SEC,6061,sim
CLI_0709,bom,53,RJ,PROP,19.0,CASADO,SEC,8192,sim
CLI_0710,bom,48,RJ,PROP,10.0,CASADO,Não Informado,7308,sim
CLI_0711,mau,43,RJ,OUTR,11.0,CASADO,SUP,7277,sim
CLI_0712,mau,26,SC,PROP,10.0,SOLTEIRO,SUP,5266,sim
CLI_0713,bom,71,MG,PROP,5.0,CASADO,SEC,10393,sim
CLI_0714,bom,25,SC,PROP,9.0,SOLTEIRO,SUP,4381,sim
CLI_0715,mau,67,RJ,PROP,27.0,CASADO,Não Informado,8848,sim
CLI_0716,bom,49,SC,PROP,15.0,CASADO,SEC,7967,sim
CLI_0717,mau,70,RJ,PROP,7.0,CASADO,SUP,9485,sim
CLI_0718,bom,23,SC,PROP,21.0,SOLTEIRO,SEC,4079,sim
CLI_0719,mau,29,RJ,OUTR,5.0,CASADO,Não Informado,6184,sim
CLI_0720,mau,36,SC,ALUG,2.0,SOLTEIRO,SEC,6555,sim
CLI_0721,mau,61,RJ,PROP,7.0,CASADO,SEC,7681,sim
CLI_0722,mau,47,RJ,PROP,5.0,CASADO,SUP,7345,sim
CLI_0723,bom,60,SC,ALUG,13.0,SOLTEIRO,Não Informado,7568,sim
CLI_0724,mau,30,MG,PROP,5.0,CASADO,Não Informado,4720,sim
CLI_0725,bom,70,SC,PROP,30.0,CASADO,PRIM,9088,sim
CLI_0726,bom,49,RJ,PROP,9.0,CASADO,PRIM,6824,sim
CLI_0727,bom,49,RJ,PROP,13.0,CASADO,SUP,7631,nao
CLI_0728,mau,51,RJ,PROP,27.0,CASADO,SUP,6933,sim
CLI_0729,bom,41,RJ,PROP,5.0,CASADO,Não Informado,5720,sim
CLI_0730,bom,24,RJ,PROP,23.0,CASADO,SUP,4404,sim
CLI_0731,bom,34,SP,ALUG,1.0,CASADO,SEC,5355,sim
CLI_0732,bom,59,SP,PROP,45.0,CASADO,SUP,7941,sim
CLI_0733,mau,43,RJ,PROP,6.0,CASADO,PRIM,7477,sim
CLI_0734,mau,32,RJ,ALUG,1.0,CASADO,Não Informado,5228,sim
CLI_0735,bom,45,MG,PROP,12.0,CASADO,SUP,6613,nao
CLI_0736,bom,34,RJ,PROP,5.0,CASADO,Não Informado,6470,sim
CLI_0737,bom,54,RJ,PROP,10.0,CASADO,SUP,7189,sim
CLI_0738,mau,36,RJ,PROP,17.0,CASADO,PRIM,5793,sim
CLI_0739,bom,57,SC,PROP,15.0,CASADO,SUP,7560,sim
CLI_0740,bom,71,RJ,OUTR,1.0,CASADO,Não Informado,10139,sim
CLI_0741,mau,30,RJ,PROP,11.0,CASADO,Não Informado,6060,sim
CLI_0742,bom,47,SP,PROP,6.0,CASADO,SEC,7369,sim
CLI_0743,bom,30,SC,ALUG,1.0,SOLTEIRO,PRIM,4593,sim
CLI_0744,bom,63,RJ,ALUG,15.0,CASADO,SEC,9371,sim
CLI_0745,bom,44,RJ,PROP,1.0,CASADO,SEC,6166,sim
CLI_0746,mau,32,MG,ALUG,3.0,CASADO,Não Informado,6321,sim
CLI_0747,mau,33,RJ,PROP,11.0,CASADO,Não Informado,6574,sim
CLI_0748,bom,53,RJ,PROP,3.0,CASADO,SUP,7178,sim
CLI_0749,bom,35,RJ,PROP,15.0,CASADO,SUP,6055,sim
CLI_0750,mau,31,RJ,PROP,1.0,CASADO,SEC,5629,sim
CLI_0751,bom,42,RJ,PROP,10.0,CASADO,SUP,5961,sim
CLI_0752,mau,43,RJ,OUTR,11.0,CASADO,SUP,6835,sim
CLI_0753,bom,28,SC,PROP,5.0,SOLTEIRO,Não Informado,4924,sim
CLI_0754,bom,36,RJ,ALUG,5.0,CASADO,SEC,5655,sim
CLI_0755,bom,70,SC,PROP,30.0,CASADO,SUP,9780,sim
CLI_0756,bom,37,RJ,PROP,3.0,CASADO,SEC,5713,sim
CLI_0757,bom,53,SC,PROP,53.0,CASADO,SUP,8145,sim
CLI_0758,bom,61,SC,PROP,8.0,SOLTEIRO,Não Informado,7782,sim
CLI_0759,bom,62,SC,PROP,22.0,CASADO,Não Informado,8983,sim
CLI_0760,bom,35,RJ,Não Informado,9.0,CASADO,Não Informado,5762,sim
CLI_0761,bom,30,RJ,OUTR,5.0,CASADO,Não Informado,5973,sim
CLI_0762,bom,28,SC,PROP,28.0,SOLTEIRO,Não Informado,4972,sim
CLI_0763,bom,48,RJ,PROP,30.0,CASADO,PRIM,7331,sim
CLI_0764,mau,38,RJ,OUTR,4.0,CASADO,SEC,6560,sim
CLI_0765,bom,49,RJ,PROP,26.0,CASADO,PRIM,6935,sim
CLI_0766,bom,33,RJ,ALUG,8.0,CASADO,SUP,5837,sim
CLI_0767,bom,27,RJ,ALUG,2.0,CASADO,Não Informado,5698,sim
CLI_0768,bom,27,MG,ALUG,1.0,CASADO,SUP,5823,sim
CLI_0769,bom,24,RJ,PROP,3.0,CASADO,SEC,4390,sim
CLI_0770,bom,53,RJ,PROP,3.0,CASADO,SUP,7272,sim
CLI_0771,bom,30,RJ,PROP,4.0,CASADO,SUP,5964,sim
CLI_0772,mau,70,RJ,PROP,26.0,CASADO,SUP,9114,sim
CLI_0773,mau,44,SP,PROP,11.0,CASADO,Não Informado,6680,sim
CLI_0774,mau,63,SC,PROP,35.0,CASADO,SUP,8254,sim
CLI_0775,bom,62,SP,PROP,50.0,CASADO,SUP,9018,sim
CLI_0776,bom,64,SP,PROP,39.0,CASADO,SUP,8058,sim
CLI_0777,mau,47,RJ,OUTR,22.0,CASADO,SUP,6715,sim
CLI_0778,bom,59,SC,PROP,20.0,CASADO,Não Informado,7720,sim
CLI_0779,mau,51,MG,OUTR,11.0,CASADO,SUP,7709,sim
CLI_0780,bom,49,SC,ALUG,2.0,CASADO,Não Informado,7477,sim
CLI_0781,bom,33,RJ,Não Informado,11.0,CASADO,SUP,4969,sim
CLI_0782,mau,32,RJ,OUTR,12.0,CASADO,Não Informado,5169,sim
CLI_0783,bom,62,SC,PROP,22.0,CASADO,Não Informado,7894,nao
CLI_0784,mau,40,RJ,PROP,12.0,CASADO,SUP,7150,sim
CLI_0785,bom,42,RJ,PROP,12.0,CASADO,SUP,6287,sim
CLI_0786,bom,52,RJ,PROP,2.0,CASADO,SUP,8110,sim
CLI_0787,mau,70,RJ,PROP,26.0,CASADO,SUP,10193,sim
CLI_0788,bom,56,RJ,PROP,20.0,CASADO,SUP,7651,sim
CLI_0789,bom,38,RJ,PROP,8.0,CASADO,PRIM,5320,sim
CLI_0790,bom,55,RJ,PROP,28.0,CASADO,SUP,7707,sim
CLI_0791,bom,45,MG,PROP,10.0,CASADO,SUP,6295,sim
CLI_0792,bom,58,RJ,PROP,25.0,CASADO,Não Informado,8790,sim
CLI_0793,bom,44,SC,OUTR,9.0,CASADO,SUP,7388,sim
CLI_0794,bom,39,SC,ALUG,1.0,CASADO,SEC,5904,sim
CLI_0795,bom,31,SC,PROP,10.0,SOLTEIRO,SUP,5414,nao
CLI_0796,bom,25,RJ,PROP,3.0,CASADO,SUP,5261,sim
CLI_0797,mau,35,RJ,PROP,2.0,CASADO,SUP,6330,sim
CLI_0798,mau,48,SC,PROP,23.0,CASADO,PRIM,7473,sim
CLI_0799,mau,46,SC,PROP,41.0,CASADO,SEC,7360,nao
CLI_0800,mau,25,SC,ALUG,23.0,SOLTEIRO,SEC,5339,sim
CLI_0801,mau,48,SC,PROP,24.0,CASADO,SEC,7136,sim
CLI_0802,bom,51,MG,PROP,25.0,CASADO,SEC,7631,sim
CLI_0803,mau,33,RJ,ALUG,2.0,CASADO,SEC,5651,sim
CLI_0804,bom,40,RJ,ALUG,13.0,CASADO,SEC,7011,sim
CLI_0805,bom,36,RJ,ALUG,2.0,CASADO,SUP,6086,nao
CLI_0806,mau,62,RJ,PROP,10.0,CASADO,Não Informado,8132,sim
CLI_0807,bom,67,SC,PROP,3.0,SOLTEIRO,SUP,9738,sim
CLI_0808,bom,31,RJ,ALUG,4.0,CASADO,SUP,5284,sim
CLI_0809,bom,41,SC,PROP,12.0,CASADO,SEC,6832,sim
CLI_0810,mau,26,SC,PROP,4.0,CASADO,SEC,5235,sim
CLI_0811,bom,54,RJ,PROP,12.0,CASADO,SEC,7977,sim
CLI_0812,bom,28,RJ,PROP,1.0,CASADO,SEC,5034,sim
CLI_0813,bom,48,MG,PROP,27.0,CASADO,SEC,6325,sim
CLI_0814,bom,38,RJ,OUTR,17.0,CASADO,SUP,5682,nao
CLI_0815,mau,49,RJ,PROP,9.0,CASADO,SUP,7499,sim
CLI_0816,bom,43,RJ,PROP,10.0,CASADO,Não Informado,6084,sim
CLI_0817,bom,25,SC,PROP,22.0,SOLTEIRO,SUP,4036,sim
CLI_0818,bom,28,RJ,PROP,20.0,CASADO,Não Informado,4433,sim
CLI_0819,mau,46,RJ,PROP,14.0,CASADO,SUP,7313,sim
CLI_0820,mau,54,SP,PROP,20.0,CASADO,PRIM,7465,nao
CLI_0821,bom,32,RJ,PROP,13.0,CASADO,SEC,4898,sim
CLI_0822,mau,35,RJ,PROP,11.0,CASADO,SUP,5703,nao
CLI_0823,bom,58,RJ,PROP,31.0,CASADO,Não Informado,8134,sim
CLI_0824,mau,46,MG,PROP,14.0,CASADO,SUP,7513,sim
CLI_0825,bom,21,SC,PROP,2.0,SOLTEIRO,SEC,4311,sim
CLI_0826,bom,46,SC,OUTR,22.0,SOLTEIRO,SUP,7808,nao
CLI_0827,bom,52,RJ,PROP,2.0,CASADO,SUP,7666,sim
CLI_0828,bom,53,SC,PROP,17.0,CASADO,SUP,7680,sim
CLI_0829,bom,35,RJ,PROP,10.0,CASADO,SUP,6760,sim
CLI_0830,bom,31,RJ,PROP,4.0,CASADO,SEC,6399,nao
CLI_0831,mau,31,RJ,ALUG,2.0,CASADO,Não Informado,5360,sim
CLI_0832,mau,27,SC,PROP,10.0,SOLTEIRO,SEC,5244,sim
CLI_0833,mau,58,SC,PROP,40.0,CASADO,SUP,8972,sim
CLI_0834,bom,39,RJ,OUTR,2.0,CASADO,Não Informado,6523,sim
CLI_0835,bom,53,MG,PROP,15.0,CASADO,SUP,6895,sim
CLI_0836,mau,36,RJ,PROP,2.0,CASADO,SUP,6429,nao
CLI_0837,bom,24,SC,PROP,21.0,SOLTEIRO,SUP,4529,sim
CLI_0838,bom,72,RJ,PROP,21.0,CASADO,SUP,9955,sim
CLI_0839,mau,20,SC,PROP,15.0,SOLTEIRO,SUP,4930,sim
CLI_0840,bom,45,RJ,Não Informado,12.0,CASADO,SUP,7112,sim
CLI_0841,bom,53,RJ,PROP,19.0,CASADO,SEC,7252,sim
CLI_0842,mau,27,SC,OUTR,24.0,SOLTEIRO,SUP,4943,sim
CLI_0843,bom,72,RJ,PROP,21.0,CASADO,SUP,10109,sim
CLI_0844,bom,24,RJ,PROP,23.0,CASADO,SUP,4581,sim
CLI_0845,bom,63,SP,PROP,5.0,CASADO,SEC,8805,sim
CLI_0846,mau,46,MG,PROP,12.0,CASADO,SUP,7885,sim
CLI_0847,bom,31,RJ,PROP,4.0,CASADO,SEC,4747,nao
CLI_0848,bom,34,SC,PROP,25.0,SOLTEIRO,Não Informado,6425,sim
CLI_0849,mau,65,RJ,PROP,13.0,CASADO,Não Informado,9769,sim
CLI_0850,bom,69,RJ,OUTR,1.0,CASADO,SUP,8445,sim
CLI_0851,bom,75,RJ,PROP,20.0,CASADO,SUP,10220,sim
CLI_0852,bom,25,RJ,PROP,1.0,CASADO,SUP,4525,sim
CLI_0853,bom,52,SC,PROP,19.0,CASADO,SUP,6738,sim
CLI_0854,bom,44,RJ,PROP,4.0,CASADO,PRIM,7268,sim
CLI_0855,mau,36,RJ,PROP,1.0,CASADO,SUP,6697,nao
CLI_0856,bom,26,SC,PROP,13.0,SOLTEIRO,SUP,5550,sim
CLI_0857,bom,37,MG,PROP,3.0,CASADO,SUP,6994,sim
CLI_0858,bom,41,SC,PROP,3.0,SOLTEIRO,SUP,7087,sim
CLI_0859,mau,26,SC,PROP,24.0,SOLTEIRO,SUP,4889,sim
CLI_0860,bom,49,RJ,ALUG,5.0,CASADO,SUP,6693,sim
CLI_0861,bom,50,RJ,PROP,20.0,CASADO,SUP,8132,sim
CLI_0862,bom,35,RJ,PROP,2.0,CASADO,SEC,5256,sim
CLI_0863,bom,29,RJ,ALUG,2.0,CASADO,SUP,4687,sim
CLI_0864,mau,38,RJ,PROP,2.0,CASADO,SUP,5556,sim
CLI_0865,bom,30,RJ,OUTR,5.0,CASADO,Não Informado,6064,sim
CLI_0866,bom,34,RJ,PROP,5.0,CASADO,SEC,5758,sim
CLI_0867,bom,32,RJ,PROP,2.0,CASADO,SUP,5304,sim
CLI_0868,bom,53,MG,PROP,8.0,CASADO,SUP,7403,sim
CLI_0869,mau,46,SC,PROP,41.0,CASADO,SEC,6501,nao
CLI_0870,mau,30,RJ,PROP,2.0,CASADO,SUP,4531,sim
CLI_0871,mau,29,RJ,OUTR,5.0,CASADO,Não Informado,5790,sim
CLI_0872,bom,25,SC,ALUG,1.0,SOLTEIRO,Não Informado,5788,sim
CLI_0873,mau,25,RJ,PROP,2.0,CASADO,SUP,4855,nao
CLI_0874,bom,48,SP,PROP,6.0,CASADO,SUP,7815,sim
CLI_0875,mau,47,SC,PROP,10.0,CASADO,Não Informado,7291,sim
CLI_0876,bom,38,RJ,PROP,13.0,CASADO,SUP,6152,sim
CLI_0877,mau,35,RJ,PROP,7.0,CASADO,SUP,5208,nao
CLI_0878,mau,29,RJ,PROP,2.0,CASADO,SUP,5537,sim
CLI_0879,bom,34,SC,PROP,9.0,CASADO,SEC,5138,sim
CLI_0880,bom,27,SC,PROP,12.0,SOLTEIRO,Não Informado,4746,sim
CLI_0881,bom,43,RJ,PROP,14.0,CASADO,SUP,6747,sim
CLI_0882,mau,25,SC,PROP,1.0,SOLTEIRO,PRIM,5675,sim
CLI_0883,mau,37,RJ,PROP,12.0,CASADO,SUP,6920,sim
CLI_0884,bom,32,RJ,PROP,1.0,CASADO,SUP,4779,sim
CLI_0885,mau,53,RJ,PROP,29.0,CASADO,SUP,8013,sim
CLI_0886,mau,35,RJ,ALUG,2.0,CASADO,PRIM,5796,sim
CLI_0887,bom,30,SC,PROP,12.0,SOLTEIRO,SEC,5369,sim
CLI_0888,mau,33,RJ,PROP,11.0,CASADO,Não Informado,6593,sim
CLI_0889,mau,35,RJ,ALUG,2.0,CASADO,PRIM,5587,sim
CLI_0890,bom,41,SC,PROP,17.0,CASADO,SUP,6261,sim
CLI_0891,bom,28,RJ,PROP,26.0,SOLTEIRO,Não Informado,4869,sim
CLI_0892,bom,39,RJ,PROP,13.0,CASADO,SEC,5501,sim
CLI_0893,bom,23,SC,PROP,2.0,SOLTEIRO,SUP,4751,sim
CLI_0894,bom,32,RJ,PROP,2.0,CASADO,SUP,5057,sim
CLI_0895,mau,20,SC,PROP,6.0,SOLTEIRO,SUP,3583,sim
CLI_0896,bom,76,SC,PROP,11.0,CASADO,SUP,9645,sim
CLI_0897,bom,20,SC,PROP,11.0,SOLTEIRO,SEC,4878,sim
CLI_0898,bom,19,SC,PROP,10.0,SOLTEIRO,SEC,4599,sim
CLI_0899,bom,56,SC,PROP,15.0,CASADO,SEC,7967,nao
CLI_0900,bom,27,RJ,OUTR,2.0,CASADO,SEC,5715,sim
CLI_0901,mau,49,RJ,PROP,7.0,CASADO,SEC,6783,nao
CLI_0902,bom,46,SC,PROP,9.0,CASADO,SUP,7772,sim
CLI_0903,bom,26,SC,PROP,2.0,SOLTEIRO,SUP,5269,sim
CLI_0904,bom,35,RJ,PROP,11.0,CASADO,SEC,6411,sim
CLI_0905,bom,39,RJ,PROP,8.0,CASADO,Não Informado,5592,sim
CLI_0906,mau,59,RJ,PROP,12.0,CASADO,SUP,7853,sim
CLI_0907,mau,58,RJ,PROP,8.0,CASADO,Não Informado,7330,nao
CLI_0908,mau,30,SC,Não Informado,10.0,SOLTEIRO,SUP,4829,sim
CLI_0909,bom,42,RJ,OUTR,20.0,CASADO,PRIM,6049,sim
CLI_0910,mau,28,SC,PROP,13.0,SOLTEIRO,SEC,4938,sim
CLI_0911,bom,60,SC,ALUG,13.0,SOLTEIRO,Não Informado,8514,sim
CLI_0912,mau,46,RJ,PROP,14.0,CASADO,SUP,6135,sim
CLI_0913,mau,26,RJ,PROP,2.0,SOLTEIRO,SUP,4610,sim
CLI_0914,bom,36,RJ,PROP,6.0,CASADO,SUP,6149,nao
CLI_0915,bom,24,SP,ALUG,13.0,CASADO,SEC,5163,nao
CLI_0916,mau,26,SC,PROP,9.0,SOLTEIRO,SUP,5873,sim
CLI_0917,bom,33,RJ,PROP,10.0,CASADO,SUP,5328,sim
CLI_0918,mau,43,SC,PROP,32.0,SOLTEIRO,SEC,7321,sim
CLI_0919,bom,32,RJ,PROP,9.0,CASADO,Não Informado,5828,sim
CLI_0920,bom,43,SC,PROP,16.0,SOLTEIRO,SUP,6914,sim
CLI_0921,bom,20,SC,PROP,20.0,SOLTEIRO,SEC,4704,sim
CLI_0922,bom,72,SC,ALUG,8.0,SOLTEIRO,Não Informado,9991,nao
CLI_0923,bom,18,SC,OUTR,12.0,SOLTEIRO,SEC,4003,sim
CLI_0924,bom,36,MG,PROP,6.0,CASADO,SUP,5946,sim
CLI_0925,mau,63,RJ,PROP,11.0,CASADO,Não Informado,8356,sim
CLI_0926,bom,21,SC,PROP,7.0,SOLTEIRO,SEC,4644,sim
CLI_0927,mau,37,RJ,PROP,18.0,CASADO,Não Informado,6015,sim
CLI_0928,bom,32,SC,ALUG,11.0,SOLTEIRO,SUP,4881,sim
CLI_0929,mau,26,SC,PROP,10.0,SOLTEIRO,SUP,5869,sim
CLI_0930,bom,45,RJ,PROP,5.0,CASADO,SEC,7187,nao
CLI_0931,mau,54,RJ,PROP,17.0,CASADO,Não Informado,7424,sim
CLI_0932,bom,55,RJ,PROP,18.0,CASADO,Não Informado,7969,sim
CLI_0933,bom,60,SC,PROP,30.0,CASADO,Não Informado,7862,sim
CLI_0934,mau,52,RJ,PROP,20.0,CASADO,Não Informado,7449,sim
CLI_0935,bom,36,MG,PROP,6.0,CASADO,SUP,5802,sim
CLI_0936,bom,50,RJ,PROP,13.0,CASADO,SUP,7763,sim
CLI_0937,mau,42,RJ,PROP,6.0,CASADO,SUP,6028,sim
CLI_0938,bom,52,SC,PROP,10.0,CASADO,SUP,7669,sim
CLI_0939,mau,46,SC,PROP,11.0,CASADO,Não Informado,7832,sim
CLI_0940,mau,43,SC,PROP,10.0,CASADO,SEC,7448,sim
CLI_0941,bom,25,SC,PROP,9.0,SOLTEIRO,SUP,4760,sim
CLI_0942,bom,51,SP,ALUG,2.0,CASADO,Não Informado,7938,sim
CLI_0943,mau,41,SC,PROP,12.0,CASADO,SUP,6828,sim
CLI_0944,bom,76,SC,PROP,11.0,CASADO,SUP,9807,sim
CLI_0945,bom,39,RJ,PROP,6.0,CASADO,SUP,6207,nao
CLI_0946,bom,35,RJ,ALUG,4.0,SOLTEIRO,SEC,6514,sim
CLI_0947,bom,52,RJ,PROP,11.0,CASADO,SUP,7766,sim
CLI_0948,bom,57,RJ,PROP,1.0,CASADO,Não Informado,8514,sim
CLI_0949,bom,23,SC,PROP,2.0,SOLTEIRO,SUP,5107,sim
CLI_0950,bom,29,RJ,PROP,3.0,CASADO,Não Informado,5398,sim
CLI_0951,mau,53,RJ,PROP,29.0,CASADO,SUP,7372,sim
CLI_0952,bom,31,RJ,PROP,12.0,CASADO,SUP,4623,sim
CLI_0953,bom,33,SP,PROP,2.0,CASADO,SEC,6170,sim
CLI_0954,bom,41,RJ,PROP,5.0,CASADO,SUP,7325,sim
CLI_0955,bom,29,RJ,PROP,2.0,CASADO,SEC,4956,sim
CLI_0956,mau,20,SC,PROP,6.0,SOLTEIRO,SUP,3554,sim
CLI_0957,bom,40,MG,PROP,5.0,CASADO,SUP,7299,sim
CLI_0958,bom,23,SC,PROP,22.0,SOLTEIRO,SEC,5364,sim
CLI_0959,bom,43,SC,PROP,12.0,CASADO,Não Informado,6138,sim
CLI_0960,mau,26,RJ,PROP,4.0,CASADO,Não Informado,4514,sim
CLI_0961,bom,64,SC,PROP,5.0,CASADO,SUP,8195,nao
CLI_0962,bom,23,SC,PROP,16.0,SOLTEIRO,SUP,3893,sim
CLI_0963,bom,39,RJ,ALUG,1.0,CASADO,SUP,5959,sim
CLI_0964,mau,23,SC,OUTR,4.0,SOLTEIRO,SEC,4384,sim
CLI_0965,mau,55,RJ,PROP,20.0,CASADO,SEC,7222,sim
CLI_0966,bom,37,SC,PROP,21.0,SOLTEIRO,SEC,6608,nao
CLI_0967,mau,56,SC,PROP,21.0,SOLTEIRO,SEC,7190,sim
CLI_0968,mau,65,MG,PROP,15.0,CASADO,PRIM,8385,sim
CLI_0969,mau,47,RJ,PROP,15.0,CASADO,SUP,6644,sim
CLI_0970,bom,48,SP,PROP,6.0,CASADO,SUP,6658,sim
CLI_0971,bom,26,RJ,PROP,20.0,CASADO,SEC,4451,sim
CLI_0972,mau,40,SC,PROP,14.0,CASADO,Não Informado,6520,sim
CLI_0973,mau,31,RJ,PROP,7.0,CASADO,SUP,6032,sim
CLI_0974,mau,26,RJ,ALUG,1.0,CASADO,SEC,4125,sim
CLI_0975,bom,41,RJ,PROP,23.0,CASADO,SUP,5889,sim
CLI_0976,bom,28,SC,Não Informado,10.0,SOLTEIRO,SUP,5131,sim
CLI_0977,mau,55,RJ,PROP,12.0,CASADO,SUP,7021,sim
CLI_0978,bom,47,SC,PROP,2.0,CASADO,SUP,6887,sim
CLI_0979,mau,44,MG,PROP,5.0,CASADO,SUP,6481,sim
CLI_0980,bom,40,RJ,ALUG,11.0,CASADO,Não Informado,6783,sim
CLI_0981,bom,48,RJ,PROP,13.0,CASADO,Não Informado,6444,sim
CLI_0982,mau,40,RJ,PROP,12.0,CASADO,SUP,6927,sim
CLI_0983,bom,31,RJ,PROP,32.0,CASADO,SEC,6353,sim
CLI_0984,bom,29,RJ,PROP,3.0,CASADO,PRIM,5927,sim
CLI_0985,mau,61,SC,PROP,9.0,CASADO,SUP,8543,sim
CLI_0986,mau,40,RJ,PROP,1.0,CASADO,Não Informado,7074,sim
CLI_0987,bom,30,RJ,PROP,7.0,CASADO,SUP,5762,sim
CLI_0988,mau,48,SC,OUTR,21.0,CASADO,SUP,7522,sim
CLI_0989,mau,25,RJ,PROP,2.0,CASADO,SUP,4014,nao
CLI_0990,mau,52,MG,PROP,17.0,CASADO,SEC,8263,sim
CLI_0991,mau,20,SC,PROP,15.0,SOLTEIRO,SUP,4919,sim
CLI_0992,bom,66,SC,PROP,27.0,SOLTEIRO,Não Informado,9823,nao
CLI_0993,bom,43,RJ,ALUG,3.0,CASADO,SUP,6577,sim
CLI_0994,mau,51,RJ,PROP,10.0,CASADO,SUP,7987,sim
CLI_0995,bom,64,SC,PROP,12.0,CASADO,SEC,9285,nao
CLI_0996,bom,39,RJ,PROP,8.0,CASADO,Não Informado,6945,sim
CLI_0997,bom,35,RJ,PROP,12.0,CASADO,Não Informado,5911,sim
CLI_0998,bom,60,RJ,PROP,30.0,CASADO,SUP,9078,sim
CLI_0999,bom,34,RJ,PROP,11.0,CASADO,SEC,4909,sim
CLI_1000,bom,41,RJ,PROP,5.0,CASADO,Não Informado,7373,sim
CLI_1001,bom,35,MG,PROP,4.0,CASADO,SEC,5634,nao
CLI_1002,bom,61,MG,PROP,15.0,CASADO,SEC,8521,sim
CLI_1003,bom,40,RJ,PROP,8.0,CASADO,SUP,5696,nao
CLI_1004,bom,36,RJ,PROP,8.0,CASADO,SUP,5364,sim
CLI_1005,bom,26,RJ,PROP,3.0,CASADO,SEC,5670,sim
CLI_1006,mau,38,RJ,PROP,8.0,CASADO,SUP,5432,sim
CLI_1007,bom,28,RJ,PROP,12.0,CASADO,Não Informado,5214,sim
CLI_1008,bom,55,RJ,PROP,13.0,CASADO,Não Informado,7939,sim
CLI_1009,bom,24,SC,PROP,10.0,SOLTEIRO,SEC,5089,nao
CLI_1010,bom,49,RJ,ALUG,5.0,CASADO,SUP,7316,sim
CLI_1011,bom,72,RJ,PROP,8.0,CASADO,Não Informado,10336,sim
CLI_1012,bom,86,RJ,PROP,40.0,CASADO,SEC,10845,sim
CLI_1013,bom,30,MG,PROP,8.0,CASADO,SUP,6289,sim
CLI_1014,bom,20,SC,PROP,11.0,SOLTEIRO,SEC,4188,sim
CLI_1015,bom,26,RJ,ALUG,1.0,CASADO,Não Informado,4506,sim
CLI_1016,bom,32,RJ,PROP,1.0,CASADO,SUP,5670,nao
CLI_1017,bom,56,RJ,PROP,11.0,CASADO,Não Informado,7470,sim
CLI_1018,mau,51,RJ,PROP,27.0,CASADO,SUP,8248,sim
CLI_1019,bom,62,RJ,PROP,16.0,CASADO,Não Informado,8199,sim
CLI_1020,mau,54,SC,PROP,13.0,CASADO,SUP,7818,sim
CLI_1021,bom,35,RJ,PROP,2.0,CASADO,SEC,5241,sim
CLI_1022,mau,33,RJ,PROP,10.0,CASADO,SUP,6186,sim
CLI_1023,mau,40,SC,PROP,14.0,CASADO,Não Informado,5697,sim
CLI_1024,bom,36,MG,ALUG,3.0,CASADO,PRIM,6831,sim
CLI_1025,mau,73,SC,PROP,48.0,CASADO,SUP,9271,sim
CLI_1026,bom,30,SC,PROP,12.0,SOLTEIRO,SEC,5006,sim
CLI_1027,mau,59,SC,PROP,25.0,CASADO,SUP,8678,nao
CLI_1028,mau,34,RJ,PROP,7.0,CASADO,Não Informado,5968,sim
CLI_1029,mau,53,RJ,PROP,12.0,CASADO,SEC,7471,sim
CLI_1030,mau,33,RJ,PROP,8.0,CASADO,Não Informado,4864,sim
CLI_1031,mau,55,RJ,PROP,20.0,CASADO,SEC,7699,sim
CLI_1032,bom,43,RJ,ALUG,3.0,CASADO,SUP,7452,sim
CLI_1033,mau,63,RJ,PROP,12.0,CASADO,Não Informado,8179,nao
CLI_1034,bom,57,RJ,PROP,20.0,CASADO,SUP,8964,sim
CLI_1035,bom,66,SC,PROP,17.0,CASADO,Não Informado,8865,sim
CLI_1036,bom,54,RJ,PROP,3.0,CASADO,SUP,7936,sim
